Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
2019-11-26,23.0,33.0,27.8,81.0,7.8,6.2,5.0,360.0,1.0,C 
2019-11-27,24.0,32.8,27.4,80.0,19.666666666666668,6.2,6.0,340.0,2.0,C 
2019-11-28,24.0,33.2,26.95,83.5,31.533333333333335,5.3,8.0,180.0,2.0,C 
2019-11-29,23.0,32.8,26.5,87.0,43.4,0.0,6.0,300.0,2.0,N 
2019-11-30,23.0,32.2,26.6,91.0,83.6,7.9,6.0,270.0,1.0,C 
2019-12-01,23.0,33.7,27.7,82.0,9.3,5.8,4.0,360.0,1.0,C 
2019-12-02,24.0,32.8,27.3,85.0,16.5,0.0,5.0,340.0,1.0,C 
2019-12-03,23.0,33.3,27.7,80.0,1.6,4.0,6.0,360.0,1.0,C 
2019-12-04,23.0,33.2,27.8,81.0,9.450000000000001,8.3,4.0,90.0,1.0,C 
2019-12-05,23.0,32.1,26.2,91.0,17.3,8.6,6.0,360.0,1.0,C 
2019-12-06,23.0,31.3,26.7,88.0,63.4,6.5,6.0,360.0,1.0,C 
2019-12-07,22.0,29.8,26.0,89.0,1.9,3.0,4.0,360.0,2.0,C 
2019-12-08,22.0,32.3,26.6,84.0,0.0,0.4,5.0,360.0,1.0,C 
2019-12-09,23.0,33.2,25.9,85.0,4.9,0.0,5.0,340.0,1.0,S 
2019-12-10,23.0,30.9,25.9,88.0,34.3,7.8,5.0,360.0,1.0,C 
2019-12-11,23.0,32.9,25.3,88.0,44.9,3.8,12.0,120.0,1.0,C 
2019-12-12,22.5,28.4,24.9,90.0,55.5,6.2,4.0,360.0,1.0,C 
2019-12-13,22.0,32.0,25.7,87.0,43.95,1.2,8.0,90.0,2.0,C 
2019-12-14,22.5,32.0,25.1,90.0,32.4,4.6,4.0,270.0,1.0,NW
2019-12-15,23.0,31.6,25.9,87.0,141.0,8.1,6.0,300.0,1.0,C 
2019-12-16,23.5,30.5,25.8,90.0,72.15,5.1,3.0,45.0,1.0,C 
2019-12-17,24.0,31.0,24.3,96.0,3.3,1.7,3.0,120.0,1.0,C 
2019-12-18,22.0,31.8,25.2,89.0,30.3,3.3,2.0,300.0,1.0,C 
2019-12-19,22.5,31.2,25.6,88.0,8.2,0.0,4.0,360.0,1.0,C 
2019-12-20,23.0,32.4,26.3,82.0,19.5,7.1,5.0,360.0,3.0,C 
2019-12-21,23.0,33.0,26.3,88.0,22.6,6.8,4.0,360.0,2.0,C 
2019-12-22,23.0,31.8,26.1,87.0,20.3,8.6,6.0,180.0,1.0,C 
2019-12-23,22.0,32.7,26.2,86.0,9.1,5.0,4.0,330.0,1.0,C 
2019-12-24,23.0,33.0,26.8,84.0,7.05,0.0,4.0,140.0,1.0,C 
2019-12-25,24.0,29.4,26.0,90.0,5.0,8.2,8.0,180.0,2.0,C 
2019-12-26,22.0,30.5,25.5,90.0,10.5,0.0,3.0,180.0,2.0,C 
2019-12-27,23.0,31.3,25.5,90.0,21.3,7.8,3.0,200.0,1.0,C 
2019-12-28,22.0,29.2,25.1,92.0,4.0,2.0,4.0,360.0,1.0,C 
2019-12-29,23.0,30.0,26.1,84.0,9.533333333333335,0.0,3.0,300.0,1.0,S 
2019-12-30,23.0,32.6,27.0,84.0,15.066666666666668,4.2,6.0,270.0,1.0,C 
2019-12-31,24.0,30.4,25.7,92.0,20.6,6.2,5.0,180.0,2.0,C 
2020-01-01,22.5,26.5,24.6,95.0,44.4,3.2,4.0,90.0,1.0,C 
2020-01-02,23.0,29.8,25.7,92.0,34.4,0.0,4.0,270.0,1.0,C 
2020-01-03,23.3,30.2,26.1,88.0,0.3,1.2,3.0,330.0,1.0,W 
2020-01-04,23.25,28.6,25.8,92.0,0.3,3.7,3.0,330.0,1.0,C 
2020-01-05,23.2,28.2,25.2,92.0,3.3,0.0,5.0,300.0,2.0,C 
2020-01-06,23.3,28.4,24.9,94.0,6.2,0.0,3.0,180.0,1.0,C 
2020-01-07,23.0,31.0,26.4,90.0,9.3,0.0,4.0,330.0,1.0,C 
2020-01-08,23.6,29.6,25.2,93.0,2.5,4.4,5.0,180.0,2.0,C 
2020-01-09,23.3,27.8,25.2,94.0,3.0,1.1,5.0,180.0,2.0,C 
2020-01-10,23.0,28.7,25.5,85.0,9.1,0.0,6.0,300.0,3.0,C 
2020-01-11,22.3,29.4,25.9,86.0,8.2,1.25,8.0,270.0,2.0,C 
2020-01-12,21.6,32.3,27.1,79.0,7.3,2.5,5.0,270.0,2.0,C 
2020-01-13,22.2,31.4,26.8,82.0,6.3999999999999995,7.7,5.0,290.0,1.0,C 
2020-01-14,23.2,30.8,26.9,83.0,5.5,5.6,5.0,330.0,2.0,C 
2020-01-15,23.4,29.9,25.3,92.0,4.6,7.8,2.0,240.0,1.0,C 
2020-01-16,23.2,32.4,26.2,86.0,5.3,0.4,4.0,100.0,1.0,C 
2020-01-17,23.0,31.8,26.4,86.0,9.0,8.1,4.0,300.0,2.0,C 
2020-01-18,22.8,30.0,26.3,87.0,83.0,5.9,3.0,360.0,1.0,C 
2020-01-19,23.0,32.4,26.7,87.0,0.2,3.1,5.0,270.0,1.0,C 
2020-01-20,23.0,31.2,26.5,90.0,99.9,8.6,6.0,360.0,1.0,C 
2020-01-21,23.0,30.2,26.75,87.5,10.9,6.949999999999999,4.0,360.0,2.0,S 
2020-01-22,23.0,31.5,27.0,85.0,10.1,5.3,4.0,90.0,2.0,S 
2020-01-23,24.0,30.0,26.3,92.0,9.3,7.3,4.0,160.0,2.0,N 
2020-01-24,23.2,28.4,25.1,94.0,8.5,2.7,4.0,300.0,1.0,C 
2020-01-25,23.8,26.9,25.1,96.0,2.0,0.0,3.0,360.0,1.0,C 
2020-01-26,22.3,31.2,25.6,91.0,9.6,0.0,4.0,360.0,2.0,S 
2020-01-27,23.4,31.0,26.4,88.0,43.7,4.8,4.0,180.0,1.0,C 
2020-01-28,22.6,31.2,26.1,88.0,9.2,3.6,3.0,300.0,1.0,C 
2020-01-29,23.1,32.3,27.3,84.0,5.1499999999999995,4.4,4.0,360.0,2.0,C 
2020-01-30,23.35,30.1,26.4,85.0,1.1,6.5,4.0,310.0,1.0,C 
2020-01-31,23.6,29.4,25.7,92.0,13.850000000000001,0.6,4.0,270.0,1.0,C 
2020-02-01,22.0,28.4,24.7,92.0,26.6,0.2,4.0,360.0,1.0,C 
2020-02-02,22.8,27.4,24.5,92.0,3.1,1.5,2.0,360.0,1.0,C 
2020-02-03,21.5,29.1,24.8,93.0,4.5,0.1,4.0,260.0,2.0,C 
2020-02-04,23.2,29.0,26.4,87.0,4.8,2.6,3.0,260.0,1.0,C 
2020-02-05,23.0,30.6,25.4,88.0,0.2,2.6,5.0,30.0,2.0,SW
2020-02-06,22.2,28.8,24.9,91.0,26.6,3.0,3.0,50.0,1.0,C 
2020-02-07,23.6,31.0,25.3,94.0,32.6,0.0,5.0,360.0,2.0,C 
2020-02-08,22.8,30.1,26.0,87.0,116.7,4.2,3.0,300.0,2.0,C 
2020-02-09,22.4,30.7,25.9,83.0,0.9,5.8,8.0,300.0,2.0,C 
2020-02-10,23.5,33.8,27.1,78.0,0.55,3.9,5.0,350.0,2.0,W 
2020-02-11,23.2,33.4,27.2,80.0,0.2,4.6,8.0,140.0,4.0,N 
2020-02-12,24.4,33.0,27.1,84.0,0.30000000000000004,3.2,5.0,360.0,2.0,C 
2020-02-13,24.4,31.4,27.0,86.0,0.4,3.0,8.0,270.0,1.0,C 
2020-02-14,23.6,30.7,25.1,93.0,7.9,4.9,5.0,290.0,1.0,C 
2020-02-15,23.0,32.6,25.9,89.0,15.4,4.0,6.0,360.0,1.0,C 
2020-02-16,22.0,30.3,25.7,90.0,40.3,6.7,4.0,320.0,1.0,C 
2020-02-17,22.8,30.2,25.2,90.0,10.2,3.6,4.0,360.0,1.0,C 
2020-02-18,22.4,29.8,24.2,92.0,5.8,0.1,6.0,270.0,2.0,C 
2020-02-19,22.0,29.0,24.4,93.0,56.8,2.1,8.0,270.0,1.0,C 
2020-02-20,22.2,27.6,24.4,95.0,39.2,1.2,4.0,360.0,1.0,C 
2020-02-21,23.0,30.3,26.9,84.0,5.2,0.0,3.0,330.0,1.0,C 
2020-02-22,22.3,30.6,26.7,89.0,7.0,6.5,5.0,360.0,1.0,C 
2020-02-23,23.8,30.2,27.0,87.0,29.9,5.2,4.0,310.0,2.0,C 
2020-02-24,22.8,29.3,25.3,94.0,52.8,4.6,4.0,360.0,0.0,C 
2020-02-25,23.2,28.6,25.8,90.0,19.2,0.0,3.0,360.0,1.0,C 
2020-02-26,22.8,28.8,25.4,90.0,0.3,0.0,3.0,180.0,0.0,C 
2020-02-27,23.4,31.0,26.3,88.0,9.6,0.0,5.0,340.0,1.0,C 
2020-02-28,23.4,29.3,24.5,96.0,38.7,1.9,3.0,300.0,0.0,C 
2020-02-29,23.1,30.3,25.1,94.0,8.3,0.0,6.0,350.0,1.0,C 
2020-03-01,23.2,30.0,26.2,92.0,120.6,3.3,4.0,360.0,1.0,C 
2020-03-02,23.0,31.7,27.6,82.0,1.5,5.75,3.0,360.0,2.0,C 
2020-03-03,22.8,31.8,26.9,84.0,5.066666666666666,8.2,4.0,340.0,1.0,N 
2020-03-04,23.1,31.1,25.9,87.0,8.633333333333333,7.2,4.0,270.0,1.0,C 
2020-03-05,22.4,29.7,25.7,84.0,12.2,4.1,3.0,330.0,1.0,C 
2020-03-06,21.4,31.8,26.7,80.0,0.2,1.0,5.0,360.0,2.0,C 
2020-03-07,23.3,31.8,27.0,81.0,0.5333333333333333,7.8,4.0,270.0,1.0,C 
2020-03-08,22.6,31.6,26.3,84.0,0.8666666666666667,5.0,6.0,270.0,1.0,C 
2020-03-09,23.0,31.7,26.9,80.0,1.2,4.5,4.0,270.0,1.0,C 
2020-03-10,22.8,33.3,27.3,78.0,0.7,4.1,5.0,310.0,2.0,C 
2020-03-11,22.7,32.4,26.8,85.0,0.2,8.4,4.0,20.0,1.0,C 
2020-03-12,22.35,30.0,26.5,88.0,9.8,6.2,3.0,270.0,1.0,C 
2020-03-13,22.0,31.3,26.7,83.0,18.1,0.5,3.0,270.0,1.0,C 
2020-03-14,23.2,33.4,26.3,84.0,10.55,3.95,4.0,360.0,2.0,C 
2020-03-15,23.2,33.4,26.1,86.0,3.0,7.4,5.0,360.0,1.0,C 
2020-03-16,22.799999999999997,31.2,25.8,90.0,56.8,7.0,3.0,350.0,1.0,C 
2020-03-17,22.4,31.8,25.7,87.0,50.4,2.7,5.0,330.0,2.0,C 
2020-03-18,22.0,32.3,26.0,91.0,121.7,8.0,4.0,350.0,1.0,C 
2020-03-19,22.6,30.6,25.1,88.0,104.80000000000001,1.3,5.0,360.0,1.0,C 
2020-03-20,21.6,31.2,25.0,88.0,87.9,3.8,4.0,180.0,1.0,C 
2020-03-21,21.7,31.8,25.9,85.0,10.0,3.0,5.0,360.0,1.0,C 
2020-03-22,23.0,31.200000000000003,26.5,89.0,19.5,6.2,4.0,360.0,2.0,C 
2020-03-23,23.3,30.6,25.6,89.0,24.2,3.8,5.0,270.0,1.0,C 
2020-03-24,22.8,32.1,25.6,90.0,38.95,2.3,5.0,360.0,2.0,C 
2020-03-25,22.6,32.4,25.8,89.0,53.7,6.4,6.0,360.0,1.0,C 
2020-03-26,24.0,29.4,25.7,94.0,8.2,6.2,3.0,360.0,1.0,C 
2020-03-27,23.0,31.3,25.8,90.0,43.6,0.5,6.0,50.0,2.0,C 
2020-03-28,22.7,32.2,26.9,85.0,52.4,4.7,4.0,360.0,1.0,C 
2020-03-29,24.0,32.7,26.5,88.0,30.7,6.7,3.0,320.0,2.0,C 
2020-03-30,23.0,31.8,26.1,87.0,9.0,5.1,3.0,340.0,1.0,C 
2020-03-31,23.2,32.9,26.4,86.0,1.1,4.2,11.0,200.0,1.0,C 
2020-04-01,23.099999999999998,32.2,26.9,83.5,21.7,6.6,4.0,330.0,1.0,C 
2020-04-02,23.0,32.6,27.4,81.0,26.325,6.6,3.0,315.0,1.0,C 
2020-04-03,22.8,31.9,26.7,81.0,30.950000000000003,7.5,5.0,270.0,3.0,C 
2020-04-04,23.4,33.2,26.7,84.0,35.575,7.9,5.0,350.0,2.0,C 
2020-04-05,23.2,32.6,26.0,89.0,40.2,7.5,5.0,180.0,2.0,C 
2020-04-06,23.0,31.5,25.1,89.0,5.4,4.6,4.0,270.0,1.0,C 
2020-04-07,22.9,31.6,26.8,85.0,59.4,5.3,4.0,350.0,1.0,C 
2020-04-08,22.8,31.3,26.6,84.0,47.875,6.9,5.0,300.0,2.0,C 
2020-04-09,24.0,31.2,27.5,85.0,36.35,8.1,3.0,360.0,1.0,C 
2020-04-10,23.1,32.8,26.4,87.0,24.825000000000003,3.5,5.0,180.0,1.0,C 
2020-04-11,23.4,33.6,27.3,86.0,13.3,5.6,4.0,270.0,1.0,C 
2020-04-12,23.5,33.2,27.2,84.0,11.0,4.9,4.0,300.0,1.0,C 
2020-04-13,23.6,32.1,27.1,82.0,7.4,7.2,5.0,360.0,2.0,C 
2020-04-14,23.0,31.9,26.6,86.0,3.8,5.3,3.0,360.0,1.0,C 
2020-04-15,24.0,32.0,26.7,86.0,0.2,7.1,4.0,280.0,2.0,C 
2020-04-16,23.6,32.6,26.6,86.0,49.2,4.8,6.0,360.0,2.0,C 
2020-04-17,22.700000000000003,32.6,25.8,88.0,38.7,7.7,5.0,360.0,2.0,C 
2020-04-18,21.8,32.9,25.9,86.0,112.0,8.6,5.0,180.0,2.0,N 
2020-04-19,22.8,33.2,27.0,83.0,15.2,7.8,4.0,360.0,2.0,C 
2020-04-20,24.6,33.2,28.3,82.0,10.5,7.7,4.0,300.0,1.0,C 
2020-04-21,24.8,30.3,27.5,84.0,9.2,7.9,3.0,320.0,0.0,C 
2020-04-22,22.4,33.2,27.4,78.0,5.3,1.0,4.0,30.0,1.0,N 
2020-04-23,24.5,33.3,27.8,82.0,1.4,2.2333333333333334,5.0,20.0,3.0,C 
2020-04-24,24.2,32.4,26.9,85.0,1.7,3.466666666666667,6.0,360.0,2.0,C 
2020-04-25,21.3,32.0,26.2,81.0,2.0,4.7,3.0,360.0,1.0,C 
2020-04-26,23.6,32.4,26.5,86.0,11.7,4.6,8.0,270.0,1.0,C 
2020-04-27,24.2,31.0,26.3,90.0,21.4,6.3,4.0,270.0,1.0,C 
2020-04-28,22.9,31.0,25.3,90.0,12.5,2.3,5.0,90.0,2.0,C 
2020-04-29,22.6,32.3,26.0,86.0,55.2,1.5,8.0,310.0,1.0,C 
2020-04-30,24.5,30.2,26.2,89.0,40.5,6.7,4.0,360.0,1.0,C 
2020-05-01,23.0,30.7,25.3,92.0,25.8,1.6,6.0,180.0,2.0,C 
2020-05-02,22.4,29.2,25.4,88.0,108.0,0.0,3.0,10.0,1.0,N 
2020-05-03,22.8,31.6,26.1,89.0,0.8,0.0,4.0,360.0,1.0,C 
2020-05-04,23.2,29.6,26.6,86.5,0.6,0.0,5.0,40.0,1.0,C 
2020-05-05,23.0,32.7,27.1,84.0,26.8,0.0,5.0,360.0,3.0,N 
2020-05-06,23.8,32.5,26.4,86.0,53.0,8.5,4.0,360.0,2.0,C 
2020-05-07,23.4,33.0,28.0,77.0,11.0,7.2,4.0,40.0,1.0,C 
2020-05-08,23.666666666666664,33.2,27.8,80.0,8.5,9.4,4.0,360.0,1.0,C 
2020-05-09,23.933333333333334,29.0,26.4,88.0,6.0,3.6,5.0,360.0,1.0,C 
2020-05-10,24.2,32.0,27.0,87.0,3.500000000000001,0.0,5.0,20.0,2.0,C 
2020-05-11,24.2,32.7,26.2,88.0,1.0,4.8,6.0,360.0,2.0,C 
2020-05-12,23.8,33.4,27.0,85.0,15.0,2.4,4.0,360.0,1.0,N 
2020-05-13,24.4,31.8,27.7,84.0,2.5,8.0,4.0,360.0,1.0,C 
2020-05-14,23.6,32.9,27.65,82.0,5.76,2.2,5.0,45.0,2.0,C 
2020-05-15,23.0,32.6,27.6,80.0,9.02,8.4,5.0,70.0,2.0,C 
2020-05-16,22.4,33.5,27.3,78.0,12.280000000000001,9.2,4.0,360.0,1.0,C 
2020-05-17,23.8,33.0,26.8,82.0,15.540000000000001,9.2,5.0,90.0,1.0,N 
2020-05-18,23.7,32.7,25.9,91.0,18.8,7.0,5.0,360.0,1.0,C 
2020-05-19,24.049999999999997,32.4,26.349999999999998,89.0,68.9,2.3,4.0,310.0,1.0,C 
2020-05-20,24.4,32.6,26.8,87.0,63.985714285714295,6.2,6.0,340.0,3.0,N 
2020-05-21,24.0,32.800000000000004,27.25,85.0,59.07142857142858,4.9,4.5,305.0,2.0,
2020-05-22,23.6,33.0,27.7,83.0,54.15714285714286,3.6,3.0,270.0,1.0,C 
2020-05-23,24.2,33.2,27.9,75.0,49.24285714285715,9.5,8.0,270.0,2.0,C 
2020-05-24,22.5,34.1,27.35,79.5,44.328571428571436,8.65,6.0,270.0,3.0,N 
2020-05-25,23.0,33.4,26.8,84.0,39.41428571428572,7.8,4.0,140.0,1.0,C 
2020-05-26,23.2,32.0,26.7,84.0,34.5,6.2,3.0,320.0,1.0,C 
2020-05-27,23.8,32.0,27.1,82.0,17.4,4.1,4.0,330.0,1.0,NE
2020-05-28,23.7,32.0,27.3,84.0,0.3,8.9,4.0,160.0,2.0,C 
2020-05-29,24.2,33.1,26.9,86.0,7.5,3.2,5.0,90.0,2.0,C 
2020-05-30,22.7,32.7,26.6,83.0,2.8,6.9,4.0,180.0,2.0,C 
2020-05-31,24.0,32.45,27.7,82.0,0.0,8.1,3.0,90.0,2.0,C 
2020-06-01,23.4,32.2,26.5,82.0,0.1,5.7,5.0,40.0,2.0,N 
2020-06-02,23.6,33.2,26.0,84.0,0.2,7.4,5.0,180.0,3.0,C 
2020-06-03,23.8,32.4,27.3,82.0,10.8,5.9,9.0,360.0,2.0,C 
2020-06-04,23.0,32.6,27.2,78.0,8.233333333333334,9.0,5.0,20.0,2.0,NE
2020-06-05,22.8,31.7,27.15,80.5,5.666666666666667,5.6,4.0,180.0,2.0,C 
2020-06-06,23.2,32.2,27.1,83.0,3.1,3.4,3.0,320.0,1.0,C 
2020-06-07,23.4,32.8,26.1,84.0,6.700000000000001,8.3,4.0,350.0,2.0,C 
2020-06-08,23.6,31.8,26.5,85.0,10.3,6.6,5.0,360.0,1.0,C 
2020-06-09,22.4,32.0,26.4,86.0,9.5,5.6,6.0,360.0,1.0,C 
2020-06-10,22.6,32.2,26.7,81.0,6.25,5.8,3.0,300.0,2.0,C 
2020-06-11,23.8,32.4,26.6,88.0,3.0,8.8,5.0,270.0,1.0,C 
2020-06-12,23.4,32.0,27.6,80.0,3.0,6.0,3.0,20.0,2.0,N 
2020-06-13,22.5,32.7,26.4,84.0,19.1,7.9,5.0,360.0,2.0,C 
2020-06-14,22.8,33.4,27.4,78.0,36.7,8.8,3.0,180.0,1.0,C 
2020-06-15,23.200000000000003,31.9,27.2,86.0,0.2,9.5,5.0,360.0,2.0,C 
2020-06-16,23.6,32.2,27.25,82.0,14.674999999999997,2.3,4.0,360.0,1.0,N 
2020-06-17,22.8,33.3,27.3,78.0,29.149999999999995,8.5,5.0,360.0,2.0,C 
2020-06-18,23.1,32.9,26.0,85.0,43.625,8.5,5.0,225.0,2.0,C 
2020-06-19,23.2,30.2,26.0,89.0,58.1,7.1,3.0,260.0,1.0,C 
2020-06-20,22.2,33.3,27.0,81.0,0.1,2.0,5.0,90.0,2.0,C 
2020-06-21,22.8,31.8,26.4,79.0,7.299999999999999,8.8,3.0,10.0,1.0,N 
2020-06-22,22.8,31.0,25.3,86.0,14.499999999999998,6.5,6.0,90.0,2.0,C 
2020-06-23,22.8,31.5,26.7,83.0,21.7,3.7,6.0,360.0,2.0,C 
2020-06-24,22.0,31.4,25.7,86.0,61.5,6.8,3.0,270.0,2.0,W 
2020-06-25,22.5,32.5,27.0,80.0,43.96666666666667,6.7,4.0,360.0,1.0,C 
2020-06-26,23.0,32.4,27.2,84.0,26.43333333333333,9.1,4.0,200.0,2.0,S 
2020-06-27,23.0,31.8,26.7,82.0,8.9,8.5,4.0,360.0,1.0,C 
2020-06-28,23.8,31.8,27.2,83.0,10.583333333333334,8.05,3.0,280.0,2.0,C 
2020-06-29,23.3,32.9,27.7,74.0,12.266666666666666,7.6,4.0,360.0,2.0,NE
2020-06-30,22.8,33.0,27.3,77.0,13.95,7.5,4.0,360.0,2.0,C 
2020-07-01,22.8,33.0,26.8,78.0,15.633333333333333,9.8,3.0,350.0,1.0,N 
2020-07-02,23.5,31.2,24.7,90.0,17.316666666666666,9.2,5.0,180.0,2.0,C 
2020-07-03,22.35,31.7,26.5,82.0,19.0,2.0,4.0,360.0,2.0,C 
2020-07-04,21.2,29.5,26.0,88.0,32.7,2.6,4.0,50.0,1.0,C 
2020-07-05,21.4,31.5,25.7,79.0,30.233333333333334,0.1,5.0,360.0,2.0,C 
2020-07-06,20.4,32.0,25.0,83.0,27.76666666666667,10.2,4.0,360.0,1.0,N 
2020-07-07,22.2,32.0,26.5,81.0,25.3,6.3,3.0,340.0,1.0,C 
2020-07-08,23.2,31.5,25.7,87.0,37.95,7.1,5.0,270.0,3.0,C 
2020-07-09,21.0,31.4,25.2,84.0,50.6,6.4,4.0,50.0,2.0,SE
2020-07-10,22.2,31.7,25.6,86.0,1.0,4.5,4.0,360.0,2.0,C 
2020-07-11,22.2,32.0,27.0,77.0,0.1,2.3,4.0,360.0,1.0,C 
2020-07-12,23.5,32.6,26.2,83.0,3.5000000000000004,7.2,5.0,360.0,3.0,C 
2020-07-13,22.9,31.5,26.5,83.0,6.9,8.1,4.0,45.0,1.0,C 
2020-07-14,22.8,31.0,25.8,87.0,1.1,5.4,4.0,270.0,1.0,C 
2020-07-15,23.0,30.0,25.9,88.0,6.8,4.8,4.0,90.0,1.0,C 
2020-07-16,23.2,30.4,26.5,83.0,3.4,0.0,4.0,90.0,1.0,N 
2020-07-17,21.8,32.6,26.2,82.0,0.0,0.5,4.0,270.0,2.0,C 
2020-07-18,22.8,33.4,26.9,78.0,0.39999999999999997,8.0,4.0,360.0,1.0,C 
2020-07-19,23.0,33.0,26.7,82.0,0.7999999999999999,8.5,3.0,270.0,1.0,C 
2020-07-20,23.2,32.3,26.2,86.0,1.2,8.1,4.0,270.0,1.0,C 
2020-07-21,22.6,32.6,26.0,86.0,11.5,7.5,4.0,360.0,2.0,N 
2020-07-22,22.6,31.8,26.8,84.0,16.5,6.7,4.0,20.0,1.0,C 
2020-07-23,22.6,33.0,26.3,83.0,12.5,8.4,4.0,10.0,1.0,C 
2020-07-24,22.8,32.6,26.8,80.0,1.1,8.2,3.0,350.0,1.0,C 
2020-07-25,22.8,32.0,26.7,76.0,0.7333333333333334,8.1,5.0,180.0,2.0,C 
2020-07-26,21.3,32.2,26.0,72.0,0.3666666666666667,7.5,5.0,270.0,2.0,N 
2020-07-27,21.4,32.8,26.1,76.0,0.0,7.9,4.0,290.0,1.0,C 
2020-07-28,21.2,32.8,25.9,78.0,0.0,9.2,4.0,360.0,1.0,C 
2020-07-29,21.2,32.7,26.0,76.0,0.0,8.3,5.0,360.0,2.0,C 
2020-07-30,22.0,31.5,26.6,74.0,0.0,8.4,4.0,360.0,2.0,C 
2020-07-31,20.8,31.8,25.7,65.0,0.0,9.2,4.0,270.0,1.0,C 
2020-08-01,20.900000000000002,32.6,25.2,73.0,0.0,10.0,5.0,45.0,1.0,C 
2020-08-02,21.0,32.4,25.9,76.0,0.0,9.5,5.0,360.0,2.0,C 
2020-08-03,21.7,33.2,26.6,75.0,0.0,9.3,4.0,360.0,2.0,SE
2020-08-04,21.8,32.4,27.2,74.0,0.0,8.8,5.0,360.0,1.0,C 
2020-08-05,22.6,32.0,26.6,79.0,0.325,2.4,4.0,350.0,2.0,S 
2020-08-06,22.5,33.0,27.0,79.0,0.65,4.550000000000001,4.0,340.0,2.0,C 
2020-08-07,22.6,33.3,26.7,80.0,0.975,6.7,5.0,360.0,1.0,C 
2020-08-08,22.8,32.8,27.1,81.0,1.3,5.8,5.0,360.0,2.0,N 
2020-08-09,22.5,33.4,26.5,81.0,3.8,7.65,5.0,360.0,2.0,C 
2020-08-10,22.2,33.0,26.5,80.0,26.0,9.5,4.0,360.0,1.0,N 
2020-08-11,23.5,33.0,26.5,82.0,14.25,8.5,4.0,360.0,2.0,C 
2020-08-12,23.0,32.7,27.2,78.0,2.5,4.6,6.0,210.0,2.0,C 
2020-08-13,23.3,30.2,25.4,91.0,18.25,3.9,5.0,50.0,1.0,C 
2020-08-14,22.8,31.0,26.0,87.0,34.0,1.7,5.0,360.0,1.0,C 
2020-08-15,22.6,32.4,26.4,83.0,11.0,2.1,5.0,300.0,2.0,N 
2020-08-16,22.700000000000003,32.4,25.6,86.0,0.5,8.0,4.0,350.0,2.0,N 
2020-08-17,22.8,32.7,26.4,83.0,9.0,7.3,6.0,310.0,2.0,C 
2020-08-18,22.0,31.8,25.2,84.0,5.0,8.3,8.0,360.0,2.0,C 
2020-08-19,22.2,32.8,26.5,82.0,1.0,2.9,5.0,300.0,1.0,C 
2020-08-20,22.6,32.7,27.1,78.0,0.8,8.6,5.0,360.0,2.0,N 
2020-08-21,21.0,32.2,25.8,76.0,0.6000000000000001,7.0,5.0,360.0,2.0,C 
2020-08-22,21.1,33.4,26.4,71.0,0.4,10.1,6.0,70.0,2.0,C 
2020-08-23,21.4,34.0,26.6,75.0,0.20000000000000007,10.5,5.0,270.0,2.0,C 
2020-08-24,22.2,32.0,26.5,72.0,0.0,8.8,5.0,360.0,2.0,N 
2020-08-25,20.9,34.0,26.4,65.0,0.0,7.5,6.0,45.0,2.0,N 
2020-08-26,21.6,34.4,26.6,73.0,0.0,10.6,4.0,270.0,1.0,C 
2020-08-27,21.4,34.1,26.6,68.0,0.0,9.3,6.0,360.0,2.0,C 
2020-08-28,21.1,33.2,26.5,72.0,0.0,9.4,6.0,45.0,2.0,C 
2020-08-29,21.6,33.5,27.1,68.0,0.0,10.2,4.0,360.0,2.0,C 
2020-08-30,22.6,33.4,27.2,76.0,0.0,6.9,4.0,360.0,2.0,N 
2020-08-31,22.3,33.8,27.3,74.0,0.0,7.5,6.0,10.0,3.0,C 
2020-09-01,21.4,34.2,27.8,68.0,0.0,9.5,5.0,20.0,1.0,C 
2020-09-02,22.2,32.0,26.1,78.0,0.0,8.2,4.0,130.0,2.0,SE
2020-09-03,23.0,32.7,27.7,75.0,1.5,4.3,5.0,90.0,2.0,C 
2020-09-04,23.6,33.8,28.3,75.0,9.133333333333333,4.3,4.0,360.0,1.0,N 
2020-09-05,22.65,33.6,26.1,82.0,16.766666666666666,6.5,6.0,320.0,2.0,C 
2020-09-06,21.7,33.5,27.8,77.0,24.4,5.0,5.0,360.0,3.0,C 
2020-09-07,23.2,34.0,28.2,70.0,0.0,7.6,4.0,360.0,2.0,N 
2020-09-08,22.6,33.0,27.5,72.0,0.0,7.1,5.0,50.0,1.0,C 
2020-09-09,23.2,34.0,28.0,72.0,0.0,9.4,4.0,20.0,1.0,N 
2020-09-10,23.4,33.2,26.2,82.0,0.0,8.2,5.0,45.0,1.0,C 
2020-09-11,22.5,32.3,26.5,83.0,8.8,6.4,5.0,360.0,1.0,C 
2020-09-12,22.4,33.4,27.0,78.0,28.0,5.4,6.0,360.0,3.0,S 
2020-09-13,22.4,32.5,27.2,72.0,5.8,7.7,5.0,140.0,2.0,C 
2020-09-14,22.8,32.6,26.1,82.0,0.0,9.2,4.0,360.0,2.0,N 
2020-09-15,22.6,32.2,25.3,85.0,18.8,7.8,3.0,360.0,1.0,C 
2020-09-16,19.9,32.650000000000006,26.8,72.0,12.2,6.3,4.0,330.0,2.0,C 
2020-09-17,20.65,33.1,26.6,75.0,6.7,9.8,3.0,330.0,2.0,SE
